,record_id,Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,lyrics,valence_bin,energy_bin,danceability_bin
10286,10286,103185,5BAODh8vkoYLH0A1dVN9Pl,Marvin Gaye,Home For Christmas 2022,Purple Snowflakes,0,171920,False,0.607,0.481,7,-9.347,0,0.0269,0.404,0.0,0.107,0.78,109.403,4,soul,"5 ContributorsPurple Snowflakes Lyrics[Verse 1]
Softly they fall, where do they go?
(Purple snowflakes)
Cover the ground, without a sound
(Gentle snowflakes)
Fall from the sky, before your eyes
(It's so thrilling)
Blankets of white, brighten the night
(Such a feeling)

[Bridge]
They seem to say that our love is here to stay
We'll be cozy and warm until summer flowers bloom

[Verse 2]
Here in our midst, we're surely blessed
(Chestnuts roasting)
Over the heat, gee, ain't life sweet?
(Tootsies toasting)
Drifting on air, without a care
(Purple snowflakes)
Cover the ground, without a sound
(Love the snowflakes)

[Refrain]
As sure as snowflakes fall from the gloom
I will always remember this night here with you
Hey, snowflakes, pretty purple snowflakes
Snowflakes, pretty purple snowflakes
You might also like[Verse 3]
Here in our midst, we're surely blessed
(Chestnuts roasting)
Over the heat, gee, ain't life sweet?
(Tootsies toasting)
Drifting on air, without a care
(Purple snowflakes)
Cover the ground, without a sound
(Purple snowflakes)

[Refrain]
As sure as snowflakes fall from the gloom
I will always remember this night here with you

[Outro]
And I say snowflakes, pretty purple snowflakes
(Snowflakes, pretty purple snowflakes)
I'll always remember the snowflakes
(Snowflakes) And you, baby
(Pretty purple snowflakes) And you
Snowflakes are falling (Snowflakes)
Falling, falling (Pretty purple snowflakes)
I've got you in my arms
SnowflakesEmbed",2,1,1
8327,8327,84079,7weuZfLzuEUsHq5jvpP3im,The Beach Boys,Weihnachtssongs,Little Saint Nick - 1991 Remix,0,118840,False,0.602,0.553,11,-9.336,1,0.0328,0.108,0.0,0.0512,0.971,130.594,4,psych-rock,"29 ContributorsLittle Saint Nick (1991 Remix) Lyrics[Intro]
Oooo Merry Christmas, Saint Nick
Christmas comes this time each year
Oooo

[Verse 1]
Well, way up north where the air gets cold
There's a tale about Christmas that you've all been told
And a real famous cat all dressed up in red
And he spends the whole year working out on his sled

[Chorus]
It's the little Saint Nick (Ooo little Saint Nick)
It's the little Saint Nick (Ooo little Saint Nick)

[Verse 2]
Just a little bobsled we call it old Saint Nick (Ooo)
But she'll walk a toboggan with a four speed stick (Ooo)
She's candy-apple red with a ski for a wheel (Ooo)
And when Santa hits the gas, man, just watch her peel (Ooo)

[Chorus]
It's the little Saint Nick (Ooo little Saint Nick)
It's the little Saint Nick (Ooo little Saint Nick)

[Bridge]
Run, run, reindeer
Run, run, reindeer (Woah, woah-oh)
Run, run, reindeer
Run, run, reindeer
He don't miss no one
See The Beach Boys LiveGet tickets as low as $30You might also like[Verse 3]
And hauling through the snow at a frightening speed (Ooo)
With a half a dozen deer with Rudy to lead (Ooo)
He's gotta wear his goggles because the snow really flies (Ooo)
And he's cruising every pad with a little surprise (Ooo)

[Chorus]
It's the little Saint Nick (Ooo little Saint Nick)
It's the little Saint Nick (Ooo little Saint Nick)

[Outro]
Ohh, Merry Christmas Saint Nick (Ooo)
Christmas comes this time each year
Ohh, Merry Christmas Saint Nick (Ooo)
Christmas comes this time each year
Ohh, Merry Christmas Saint Nick (Ooo)
Christmas comes this timeEmbed",2,1,1
1335,1335,8081,3GL5VxEIqjPf4BfQb3NV2C,Ella Fitzgerald,Weihnachtslieder 2022,Frosty The Snowman,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,blues,"6 ContributorsFrosty the Snowman LyricsWho's debonair with the tall silk hat
Muffler of wool and a tummy that's fat?
King for the day and he loves the road
With a broomstick cane and a heart of gold

That's Frosty the Snowman
He's a jolly happy soul
With a corncob pipe and a button nose
And two eyes made out of coal
Frosty the snowman
Is a fairytale they say
He was made of snow
But the children know
How he came to life one day

There must have been some magic
In that old silk hat they found
For when they placed it on his head
He began to dance around

Oh, Frosty the snowman
Was alive as he could be
And the children say
He could laugh and play
Just the same as you and me
You might also likeOh, Frosty the snowman
Knew the sun was hot that day
So he said, ""Let's run
And we'll have some fun
Now before I melt away""
So, down to the village
With a broomstick in his hand
Running here and there all around the square
Saying, ""Catch me if you can""

He led them down the streets of town
Right to the traffic cop
And he only paused a moment when
He heard him holler ""Stop!""

For Frosty the snowman
Had to hurry on his way
But he waved goodbye
Saying, ""Don't you cry
I'll be back again some day""

Hey, listen
Thumpety thump thump
Thumpety thump thump
Look at Frosty go
Hey, look at him
Thumpety thump thump
Thumpety thump thump1Embed",2,1,1
8866,8866,91552,3JiRG3zjef1biea1lH8MJ3,The Beach Boys,Best Christmas Songs 2022 | For under the Mistletoe,Frosty The Snowman - 1991 Remix,1,114551,False,0.426,0.473,5,-7.924,1,0.0335,0.353,0.0,0.0234,0.937,181.752,4,rock,"1 ContributorFrosty the snowman - 1991 remix LyricsFrosty the snowman
Was a jolly happy soul
With a corn-cob pipe and a button nose
And two eyes made out of coal
Frosty the snowman
Is a fairy tale they say
He was made of snow
But the children know
How he came to life one day
There must have been some magic
In that old silk hat they found
For when they placed it on his head
He began to dance around
Frosty the snowman
Was alive as he could be
And the children say
He could laugh and play
Just the same as you and me
Frosty the snowman
Knew the sun was hot that day
So he said, ""let's run
And we'll have some fun
Now before i melt away""
Down to the village
With a broomstick in his hand
Running here and there
All around the square
Saying, ""catch me if you can""
He led them down
The streets of town
Right to the traffic cop
And he only paused a moment
When he heard them holler, ""stop!""
Frosty the snowman
Had to hurry on his way
But he waved goodbye
Saying, ""don't you cry
I'll be back again some day""See The Beach Boys LiveGet tickets as low as $30You might also likeEmbed",2,1,1
8958,8958,90922,41iti2jnVYqhlxWMcGsDa8,Bill Haley,"Las Grandes Leyendas Del Rock, Vol. 1",Rock Around the Clock,55,132101,False,0.523,0.511,2,-11.653,1,0.138,0.572,0.454,0.103,0.778,182.144,4,rock-n-roll,"27 ContributorsRock Around the Clock Lyrics[Intro]
One, two, three o'clock, four o'clock rock
Five, six, seven o'clock, eight o'clock rock
Nine, ten, eleven o'clock, twelve o'clock rock
We're gonna rock around the clock tonight

[Verse 1]
Put your glad rags on, join me hon'
We'll have some fun when the clock strikes one

[Chorus]
We're gonna rock around the clock tonight
We're gonna rock, rock, rock 'til broad daylight
We're gonna rock, gonna rock around the clock tonight

[Verse 2]
When the clock strikes two, three and four
If the band slows down we'll yell for more

[Chorus]
We're gonna rock around the clock tonight
We're gonna rock, rock, rock 'til broad daylight
We're gonna rock, gonna rock around the clock tonight

[Guitar Solo]
You might also like[Verse 3]
When the chimes ring five, six and seven
We'll be right in seventh heaven

[Chorus]
We're gonna rock around the clock tonight
We're gonna rock, rock, rock 'til broad daylight
We're gonna rock, gonna rock around the clock tonight

[Verse 4]
When it's eight, nine, ten, eleven, too
I'll be goin' strong and so will you

[Chorus]
We're gonna rock around the clock tonight
We're gonna rock, rock, rock 'til broad daylight
We're gonna rock, gonna rock around the clock tonight

[Saxophone Solo]

[Verse 5]
When the clock strikes twelve we'll cool off then
Start rockin' around the clock again

[Chorus]
We're gonna rock around the clock tonight
We're gonna rock, rock, rock 'til broad daylight
We're gonna rock, gonna rock around the clock tonight4Embed",2,1,1
2496,2496,19714,0vzSAyinyA619ZbrOaAi04,Dan + Shay,Good Things,Steal My Love,66,162120,False,0.59,0.633,2,-5.452,1,0.0328,0.619,0.0,0.157,0.751,179.856,4,country,"7 ContributorsSteal My Love Lyrics[Intro]
Ain't no way nobody gonna steal my love, my love

[Verse 1]
Can't take my eyes off you
Even if I wanted to
I swear I'm staring at heaven
Holding you here tonight
Watching all the stars align
I wanna stay for forever

[Pre-Chorus]
Yeah, the sky could be falling
The world could unravel
But you'll still be safe in my arms, oohh

[Chorus]
Ain't no way nobody gonna steal my love, my love
No way, no how, no never
My heart is yours forever
If I couldn't call you mine
Then baby you know I don't want, no one
My car, my clothes, my money
Take it all but there ain't nobody gonna steal my love, my love, my love, my love, my love
Ain't nobody gonna steal my love
See Dan + Shay LiveGet tickets as low as $24You might also like[Verse 2]
Tattoo your name on me
So I can wear it on my sleeve
Make sure that everyone knows it
'Cause baby you're the one thing that I can't live without
You kiss me and there ain't a doubt
No changing my mind, I'm in it for life

[Chorus]
Ain't no way nobody gonna steal my love, my love
No way, no how, no never
My heart is yours forever
If I couldn't call you mine
Then baby you know I don't want no one
My car, my clothes, my money
Take it all but there ain't nobody gonna steal my love, my love, my love, my love, my love
Ain't nobody gonna steal my love, my love, my love, my love, my love

[Bridge]
As long as stars are dancing 'round the moon
There'll never be a me without you

[Chorus]
Ain't no way nobody gonna steal my love, my love
No way, no how, no never
My heart is yours forever
If I couldn't call you mine
Then baby you know I don't want no one
My car, my clothes, my money
Take it all but there ain't nobody gonna steal my love, my love, my love, my love, my love
Ain't nobody gonna steal my love, my love, my love, my love, my love
Ain't nobody gonna steal my love1Embed",2,1,1
3843,3843,37076,7slpmZ1MQExd19O49fOIqs,Stevie Wonder,Christmas Soul Classics,What Christmas Means To Me,0,147800,False,0.524,0.614,0,-8.05,1,0.0363,0.202,0.0,0.0802,0.751,82.229,4,funk,"17 ContributorsWhat Christmas Means To Me Lyrics[Verse 1]
Oh yeah
Candles burning low
Lots of mistletoe
Lots of snow and ice
Everywhere we go
Choirs singing carols
Right outside my door

[Chorus]
All these things and more
(All these things and more)
That's what Christmas means to me, my love
(That's what Christmas means to me, my love)

[Verse 2]
Oh yeah
Hey, hey, yeah, yeah, yeah

And ya know what I mean
I see your smiling face
Like I never seen before
Even though I love ya madly
It seems I love you more
The little cards you give me
Will touch my heart for sure
You might also like[Chorus]
All these things and more, darling
(All these things and more, darling)
Whoa
That's what Christmas means to me, my love
(That's what Christmas means to me, my love)

[Verse 3]
Oh yeah ha ha
I feel like running wild
(Running wild)
As anxious as a little child
Greet you neath the mistletoe
Kiss you once and then some more
And wish you a Merry Christmas baby
(wish you a Merry Christmas baby)
And such happiness in the coming year
(Happiness in the coming year)
Oh baby
Let's deck the halls with holly
Sing sweet silent night
Fill the tree with angel hair
And pretty, pretty lights
Go to sleep and wake up
Just before daylight
[Chorus]
All these things and more, baby
(All these things and more, baby)
Whoa
That's what Christmas means to me, my love
(That's what Christmas means to me, my love)
Oh baby baby

[Outro]
Yeah
Candles burning low
Lots and lots of snow
Alright
Christmas bells are ringing
Christmas choirs singing
Coo
Christmas mistletoeEmbed",2,1,1
1391,1391,8990,5NmxBy0K1UIkgQl5TgClL6,The Cookies,Chains: The Best of the Cookies,Don't Say Nothin' Bad (About My Baby),33,165840,False,0.612,0.591,2,-7.138,1,0.0353,0.719,0.00833,0.478,0.908,124.118,4,blues,"7 ContributorsDon’t Say Nothin’ Bad About My Baby LyricsDon't say nothin' bad about my baby
(Oh, no)
Don't say nothin' bad about my baby
(I love him so)
Don't say nothin' bad about my baby
(Oh, don't you know)
Don't say nothin' bad about my baby

He's good
(He's good)
He's good to me
(Good to me)
And that's all I care about

(Oh, no)
Don't you tell me my baby's just a playboy
(It isn’t true)
Don't you tell me my baby's just a playboy
(That’s a lie)
I won't listen to a single word you say
(He's my guy)
Don't you tell me my baby's just a playboy

He's true
(He's true)
He's true to me
(True to me)
So, girl, you better shut your mouth
You might also like(Everybody says he's lazy)
But not when he's kissin' me
(Everybody says he's crazy)
Sure he's crazy
Crazy about me, oh, yeah

Don't say nothin' bad about my baby
(Oh, no)
Don't say nothin' bad about my baby
(I love him so)
Don't say nothin' bad about my baby
(Oh, don't you know)
Don't say nothin' bad about my baby

He's good
(He's good)
He's good to me
(Good to me)
And that's all I care about

(Oh, no)
Don't say nothin' bad about my baby
(Oh, no)
Don't say nothin' bad about my baby
(I love him so)
Don't say nothin' bad about my baby
(Oh, don't you know)
Don't say nothin' bad about my baby
He's true
(He's true)
He's true to me
(True to me)
So, girl, you better shut your mouth

(Oh, no)
Don't say nothin' bad about my baby
(Oh, no)
Don't say nothin' bad about my baby

Don't say nothin' bad about my baby
(Oh, no)
Don't say nothin' bad about my baby
(Oh, no)

Don't say nothin' bad about my baby
(Oh, no)
Don't say nothin' bad about my babyEmbed",2,1,1
8958,8958,90922,41iti2jnVYqhlxWMcGsDa8,Bill Haley,"Las Grandes Leyendas Del Rock, Vol. 1",Rock Around the Clock,55,132101,False,0.523,0.511,2,-11.653,1,0.138,0.572,0.454,0.103,0.778,182.144,4,rock-n-roll,"27 ContributorsRock Around the Clock Lyrics[Intro]
One, two, three o'clock, four o'clock rock
Five, six, seven o'clock, eight o'clock rock
Nine, ten, eleven o'clock, twelve o'clock rock
We're gonna rock around the clock tonight

[Verse 1]
Put your glad rags on, join me hon'
We'll have some fun when the clock strikes one

[Chorus]
We're gonna rock around the clock tonight
We're gonna rock, rock, rock 'til broad daylight
We're gonna rock, gonna rock around the clock tonight

[Verse 2]
When the clock strikes two, three and four
If the band slows down we'll yell for more

[Chorus]
We're gonna rock around the clock tonight
We're gonna rock, rock, rock 'til broad daylight
We're gonna rock, gonna rock around the clock tonight

[Guitar Solo]
You might also like[Verse 3]
When the chimes ring five, six and seven
We'll be right in seventh heaven

[Chorus]
We're gonna rock around the clock tonight
We're gonna rock, rock, rock 'til broad daylight
We're gonna rock, gonna rock around the clock tonight

[Verse 4]
When it's eight, nine, ten, eleven, too
I'll be goin' strong and so will you

[Chorus]
We're gonna rock around the clock tonight
We're gonna rock, rock, rock 'til broad daylight
We're gonna rock, gonna rock around the clock tonight

[Saxophone Solo]

[Verse 5]
When the clock strikes twelve we'll cool off then
Start rockin' around the clock again

[Chorus]
We're gonna rock around the clock tonight
We're gonna rock, rock, rock 'til broad daylight
We're gonna rock, gonna rock around the clock tonight4Embed",2,1,1
10055,10055,103076,4T5rPYBa3BglApHnLII02Q,Stevie Wonder,Christmas Songs 2022,What Christmas Means To Me,0,147800,False,0.524,0.614,0,-8.05,1,0.0363,0.202,0.0,0.0802,0.751,82.229,4,soul,"17 ContributorsWhat Christmas Means To Me Lyrics[Verse 1]
Oh yeah
Candles burning low
Lots of mistletoe
Lots of snow and ice
Everywhere we go
Choirs singing carols
Right outside my door

[Chorus]
All these things and more
(All these things and more)
That's what Christmas means to me, my love
(That's what Christmas means to me, my love)

[Verse 2]
Oh yeah
Hey, hey, yeah, yeah, yeah

And ya know what I mean
I see your smiling face
Like I never seen before
Even though I love ya madly
It seems I love you more
The little cards you give me
Will touch my heart for sure
You might also like[Chorus]
All these things and more, darling
(All these things and more, darling)
Whoa
That's what Christmas means to me, my love
(That's what Christmas means to me, my love)

[Verse 3]
Oh yeah ha ha
I feel like running wild
(Running wild)
As anxious as a little child
Greet you neath the mistletoe
Kiss you once and then some more
And wish you a Merry Christmas baby
(wish you a Merry Christmas baby)
And such happiness in the coming year
(Happiness in the coming year)
Oh baby
Let's deck the halls with holly
Sing sweet silent night
Fill the tree with angel hair
And pretty, pretty lights
Go to sleep and wake up
Just before daylight
[Chorus]
All these things and more, baby
(All these things and more, baby)
Whoa
That's what Christmas means to me, my love
(That's what Christmas means to me, my love)
Oh baby baby

[Outro]
Yeah
Candles burning low
Lots and lots of snow
Alright
Christmas bells are ringing
Christmas choirs singing
Coo
Christmas mistletoeEmbed",2,1,1
3946,3946,37090,10VHztYhhjtQfvzNjlLFbx,Stevie Wonder,Home At Christmas,What Christmas Means To Me,0,147800,False,0.524,0.614,0,-8.05,1,0.0363,0.202,0.0,0.0802,0.751,82.229,4,funk,"17 ContributorsWhat Christmas Means To Me Lyrics[Verse 1]
Oh yeah
Candles burning low
Lots of mistletoe
Lots of snow and ice
Everywhere we go
Choirs singing carols
Right outside my door

[Chorus]
All these things and more
(All these things and more)
That's what Christmas means to me, my love
(That's what Christmas means to me, my love)

[Verse 2]
Oh yeah
Hey, hey, yeah, yeah, yeah

And ya know what I mean
I see your smiling face
Like I never seen before
Even though I love ya madly
It seems I love you more
The little cards you give me
Will touch my heart for sure
You might also like[Chorus]
All these things and more, darling
(All these things and more, darling)
Whoa
That's what Christmas means to me, my love
(That's what Christmas means to me, my love)

[Verse 3]
Oh yeah ha ha
I feel like running wild
(Running wild)
As anxious as a little child
Greet you neath the mistletoe
Kiss you once and then some more
And wish you a Merry Christmas baby
(wish you a Merry Christmas baby)
And such happiness in the coming year
(Happiness in the coming year)
Oh baby
Let's deck the halls with holly
Sing sweet silent night
Fill the tree with angel hair
And pretty, pretty lights
Go to sleep and wake up
Just before daylight
[Chorus]
All these things and more, baby
(All these things and more, baby)
Whoa
That's what Christmas means to me, my love
(That's what Christmas means to me, my love)
Oh baby baby

[Outro]
Yeah
Candles burning low
Lots and lots of snow
Alright
Christmas bells are ringing
Christmas choirs singing
Coo
Christmas mistletoeEmbed",2,1,1
1369,1369,8394,5ITw1gs95vZpnZlS0JUwkS,Dorothy,Anthems for Witches 2022,Wicked Ones,0,173901,False,0.563,0.647,5,-4.675,1,0.0398,0.0337,0.0,0.359,0.691,96.386,4,blues,"22 ContributorsWicked Ones Lyrics[Verse 1]
(A aaa aaa, a aaa aaa, a a aa aaa a aa a aaa)
This night ain't for the faint of heart
For the faint of heart, for the faint of heart
This night ain't for the faint of heart
'Cause the faint of heart gon' fall apart

[Verse 2]
(A aaa aaa, a aaa aaa, a a aa aaa a aa a aaa)
This night ain't for the holy man with the holy plan
For the promise land
This night we got the evil hand
And the evil hand gon' raise the damned

[Chorus]
(A aaa aaa, a aaa aaa, a a aa aaa a aa a aaa)
Ain't no sleep when the wicked play
All we do is yodel, ay ayy hoo y hoo
Ain't no love when the wicked run
All we do is
Yodel ah a ay ya ay ya
We the wicked ones, the wicked ones
(A aaa aaa, a aaa aaa, a a aa aaa a aa a aaa)

[Verse 3]
This night ain't for the faint of heart
For the faint of heart, for the faint of heart
This night ain't for the faint of heart
'Cause when the train wreck comes gon' leave a mark
You might also like[Chorus]
Ain't no sleep when the wicked play
All we do is yodel, ay ayy hoo y hoo
Ain't no love when the wicked run
All we do is
Yodel ah a ay ya ay ya
We the wicked ones, the wicked ones

(A aaa aaa, a aaa aaa, a a aa aaa a aa a aaa)
(A aaa aaa, a aaa aaa, a a aa aaa a aa a aaa)

[Chorus]
Ain't no sleep when the wicked play
All we do is yodel, ay ayy hoo y hoo
Ain't no love when the wicked run
All we do is
Yodel ah a ay ya ay ya
We the wicked ones, the wicked ones7Embed",2,1,1
6755,6755,64227,3acDxTLevwJv7MKQFFLstu,Ella Fitzgerald,pov: you bake cookies,Frosty The Snowman,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,jazz,"6 ContributorsFrosty the Snowman LyricsWho's debonair with the tall silk hat
Muffler of wool and a tummy that's fat?
King for the day and he loves the road
With a broomstick cane and a heart of gold

That's Frosty the Snowman
He's a jolly happy soul
With a corncob pipe and a button nose
And two eyes made out of coal
Frosty the snowman
Is a fairytale they say
He was made of snow
But the children know
How he came to life one day

There must have been some magic
In that old silk hat they found
For when they placed it on his head
He began to dance around

Oh, Frosty the snowman
Was alive as he could be
And the children say
He could laugh and play
Just the same as you and me
You might also likeOh, Frosty the snowman
Knew the sun was hot that day
So he said, ""Let's run
And we'll have some fun
Now before I melt away""
So, down to the village
With a broomstick in his hand
Running here and there all around the square
Saying, ""Catch me if you can""

He led them down the streets of town
Right to the traffic cop
And he only paused a moment when
He heard him holler ""Stop!""

For Frosty the snowman
Had to hurry on his way
But he waved goodbye
Saying, ""Don't you cry
I'll be back again some day""

Hey, listen
Thumpety thump thump
Thumpety thump thump
Look at Frosty go
Hey, look at him
Thumpety thump thump
Thumpety thump thump1Embed",2,1,1
6159,6159,57281,7zJ9QW6qw89mJAtzEDzzai,Stevie Wonder,A Very 60s Christmas,What Christmas Means To Me,0,147800,False,0.524,0.614,0,-8.05,1,0.0363,0.202,0.0,0.0802,0.751,82.229,4,indie,"17 ContributorsWhat Christmas Means To Me Lyrics[Verse 1]
Oh yeah
Candles burning low
Lots of mistletoe
Lots of snow and ice
Everywhere we go
Choirs singing carols
Right outside my door

[Chorus]
All these things and more
(All these things and more)
That's what Christmas means to me, my love
(That's what Christmas means to me, my love)

[Verse 2]
Oh yeah
Hey, hey, yeah, yeah, yeah

And ya know what I mean
I see your smiling face
Like I never seen before
Even though I love ya madly
It seems I love you more
The little cards you give me
Will touch my heart for sure
You might also like[Chorus]
All these things and more, darling
(All these things and more, darling)
Whoa
That's what Christmas means to me, my love
(That's what Christmas means to me, my love)

[Verse 3]
Oh yeah ha ha
I feel like running wild
(Running wild)
As anxious as a little child
Greet you neath the mistletoe
Kiss you once and then some more
And wish you a Merry Christmas baby
(wish you a Merry Christmas baby)
And such happiness in the coming year
(Happiness in the coming year)
Oh baby
Let's deck the halls with holly
Sing sweet silent night
Fill the tree with angel hair
And pretty, pretty lights
Go to sleep and wake up
Just before daylight
[Chorus]
All these things and more, baby
(All these things and more, baby)
Whoa
That's what Christmas means to me, my love
(That's what Christmas means to me, my love)
Oh baby baby

[Outro]
Yeah
Candles burning low
Lots and lots of snow
Alright
Christmas bells are ringing
Christmas choirs singing
Coo
Christmas mistletoeEmbed",2,1,1
7929,7929,82173,7wmIDMcXmL6K7kZsjBxRWL,Andrew Gold,Halloween Howls: Fun & Scary Music,Don't Scream (It's Only Halloween),28,212000,False,0.609,0.647,1,-11.688,1,0.037,0.231,6.29e-06,0.391,0.822,136.632,4,power-pop,"3 ContributorsDon’t Scream (It’s Only Halloween) Lyrics[Chorus]
Don't scream, yeah, it's only Halloween
Don't scream, it's only Halloween
Don't scream, it's only Halloween
Don't run, we're only having fun
Don't faint, we're only playin' games
Don't scream, it's only Halloween

[Verse 1]
There's a couple sheets a-floatin'
And some creatures creepin' by
Here comes Dracula and Frankenstein
And something with three eyes
There's the Wolfman and the mummy
He's the weirdest guy you've seen
Don't scream

[Chorus]
Don't scream, it's only Halloween (It's only Halloween)
Don't scream, it's only Halloween
Don't scream, it's only Halloween
Yeah, yeah, yeah

[Verse 2]
When the bats are flying high up
In a sky so red and black
When you look at all the pumpkins
And you see them starin' back
When a witch goes flyin' by you
With a cackle loud and mean
Don't scream
You might also like[Chorus]
Don't scream, it's only Halloween (Oh, don't you scream)
Don't scream, it's only Halloween
Don't scream, it's only Halloween

[Bridge]
(Don't scream, it's only Halloween)
So what if the guy has no head?
Who cares if that corpse is alive again
Crawlin' out of the grave? (Don't scream, it's only Halloween)
What do you care if the candle's movin' by itself?
There's no reason to panic (Don't scream, it's only Halloween)

[Chorus]
Don't scream, it's only Halloween (It's only Halloween)
Don't scream, it's only Halloween
Don't scream, it's only Halloween
Don't scream, it's only Halloween (It's very scary)
Don't scream, it's only Halloween
Don't scream, it's only HalloweenEmbed",2,1,1
